index	document_id	file_name
001	SOP-843	001_SOP-843.txt
002	CIR-574	002_CIR-574.txt
003	REG-768	003_REG-768.txt
004	CX-572	004_CX-572.txt
005	KYC-143	005_KYC-143.txt
006	AUD-223	006_AUD-223.txt
007	FEE-237	007_FEE-237.txt
008	FAQ-969	008_FAQ-969.txt
009	CX-966	009_CX-966.txt
010	DBS-344	010_DBS-344.txt
011	SOP-915	011_SOP-915.txt
012	LOG-233	012_LOG-233.txt
013	FEE-845	013_FEE-845.txt
014	ARC-817	014_ARC-817.txt
015	PRIV-299	015_PRIV-299.txt
016	LOG-967	016_LOG-967.txt
017	LOG-176	017_LOG-176.txt
018	FAQ-930	018_FAQ-930.txt
019	FEE-358	019_FEE-358.txt
020	FAQ-587	020_FAQ-587.txt
021	SOP-141	021_SOP-141.txt
022	LOG-243	022_LOG-243.txt
023	PRIV-260	023_PRIV-260.txt
024	LOG-473	024_LOG-473.txt
