index	document_id	file_name
001	API-190	006_API-190.txt
002	API-275	015_API-275.txt
003	API-496	021_API-496.txt
004	ARC-185	009_ARC-185.txt
005	ARC-866	023_ARC-866.txt
006	AUD-477	001_AUD-477.txt
007	CIR-450	019_CIR-450.txt
008	CIR-671	018_CIR-671.txt
009	CIR-949	008_CIR-949.txt
010	CX-523	012_CX-523.txt
011	CX-843	014_CX-843.txt
012	DBS-110	017_DBS-110.txt
013	DBS-844	003_DBS-844.txt
014	PDS-361	016_PDS-361.txt
015	PDS-676	013_PDS-676.txt
016	PDS-854	004_PDS-854.txt
017	PDS-855	005_PDS-855.txt
018	PRIV-555	010_PRIV-555.txt
019	PRIV-883	020_PRIV-883.txt
020	PRM-345	011_PRM-345.txt
021	PRM-642	002_PRM-642.txt
022	REG-327	022_REG-327.txt
023	REG-339	007_REG-339.txt
